epoch,ece,oe,acc
1,0.016720302402973175,0.0033891175407916307,6.319999694824219
2,0.07071218639612198,0.024043716490268707,11.580000072717667
3,0.11990919709205627,0.04981746897101402,16.179999709129333
4,0.09715379774570465,0.041203901171684265,24.12000000476837
5,0.0832531526684761,0.03868852183222771,27.500000596046448
6,0.20102418959140778,0.11166854202747345,23.27999919652939
7,0.15372243523597717,0.09297791123390198,33.73999893665314
8,0.1789446324110031,0.11164930462837219,33.91999900341034
9,0.09631100296974182,0.05893809720873833,42.67999827861786
10,0.09556877613067627,0.05660436674952507,42.17999875545502
11,0.13534612953662872,0.08694520592689514,39.65999782085419
12,0.08409645408391953,0.05422332137823105,47.49999940395355
13,0.12009988725185394,0.0715620294213295,42.45999753475189
14,0.14813102781772614,0.09952437877655029,44.15999948978424
15,0.10712134093046188,0.06844653189182281,47.49999940395355
16,0.08265723288059235,0.051544804126024246,47.15999960899353
17,0.16326095163822174,0.1068834438920021,40.699997544288635
18,0.13423672318458557,0.09004703909158707,45.01999914646149
19,0.1961459517478943,0.131508007645607,41.53999984264374
20,0.1703970581293106,0.11311017721891403,43.43999922275543
21,0.08372918516397476,0.057768017053604126,49.539998173713684
22,0.09444201737642288,0.05864895135164261,48.3599990606308
23,0.09604590386152267,0.06100020930171013,48.979997634887695
24,0.16079780459403992,0.11557132750749588,46.23999893665314
25,0.08403818309307098,0.05013551563024521,48.079997301101685
26,0.14763270318508148,0.09585413336753845,46.51999771595001
27,0.11964381486177444,0.07823535054922104,48.39999973773956
28,0.14085595309734344,0.09280270338058472,43.51999759674072
29,0.14363765716552734,0.09239290654659271,44.33999955654144
30,0.12549184262752533,0.0841313973069191,47.31999933719635
31,0.13359597325325012,0.08924666047096252,47.31999933719635
32,0.09720806777477264,0.06203405186533928,51.980000734329224
33,0.10826133191585541,0.06661226600408554,47.29999899864197
34,0.11193390935659409,0.07708831131458282,49.959999322891235
35,0.12804505228996277,0.08794839680194855,49.1599977016449
36,0.07574350386857986,0.04900161921977997,50.69999694824219
37,0.14263154566287994,0.09880737960338593,49.91999864578247
38,0.13688641786575317,0.09441988170146942,50.999999046325684
39,0.12654989957809448,0.0844770297408104,46.799999475479126
40,0.12044516950845718,0.08185771107673645,48.659998178482056
41,0.11652683466672897,0.07607163488864899,48.579999804496765
42,0.13443996012210846,0.08903607726097107,49.61999952793121
43,0.19796885550022125,0.1365189552307129,43.41999888420105
44,0.0966225117444992,0.06844401359558105,52.0799994468689
45,0.11993831396102905,0.08291786909103394,50.69999694824219
46,0.09788893908262253,0.07003844529390335,52.779996395111084
47,0.11997959017753601,0.08308815956115723,49.719998240470886
48,0.09406688064336777,0.06562264263629913,53.119999170303345
49,0.11599891632795334,0.07931725680828094,50.31999945640564
50,0.1509968787431717,0.10533829033374786,47.839999198913574
51,0.15331318974494934,0.1072826087474823,46.91999852657318
52,0.10155420750379562,0.07082502543926239,51.71999931335449
53,0.1260252743959427,0.08502345532178879,49.699997901916504
54,0.10452557355165482,0.069722481071949,51.579999923706055
55,0.15588682889938354,0.10262106359004974,46.7199981212616
56,0.13254305720329285,0.09049747884273529,47.679999470710754
57,0.1430734246969223,0.09906627982854843,47.31999933719635
58,0.14048978686332703,0.09459659457206726,49.639999866485596
59,0.12142165005207062,0.08431383967399597,51.33999586105347
60,0.0909121185541153,0.062321893870830536,58.77999663352966
61,0.07844369858503342,0.05605217441916466,61.8399977684021
62,0.06941138207912445,0.04944844916462898,60.82000136375427
63,0.12348318099975586,0.08758511394262314,55.09999990463257
64,0.08375425636768341,0.06182059645652771,61.239999532699585
65,0.10898417979478836,0.07700130343437195,58.319997787475586
66,0.1577526479959488,0.11517399549484253,55.73999881744385
67,0.14014708995819092,0.10126207768917084,55.19999861717224
68,0.10171926766633987,0.07485298067331314,60.39999723434448
69,0.12348173558712006,0.08499784767627716,56.779998540878296
70,0.09892947971820831,0.07234383374452591,60.87999939918518
71,0.07845471799373627,0.057638682425022125,61.57999634742737
72,0.08940823376178741,0.0639202669262886,61.1799955368042
73,0.134005606174469,0.09463387727737427,58.139997720718384
74,0.09923089295625687,0.06867463141679764,59.579998254776
75,0.0983227789402008,0.07209867238998413,60.78000068664551
76,0.10780403017997742,0.07728099077939987,60.179996490478516
77,0.10405468940734863,0.07397612184286118,58.45999717712402
78,0.12154216319322586,0.08537891507148743,59.599995613098145
79,0.10541975498199463,0.07356586307287216,56.91999793052673
80,0.11673707515001297,0.08383521437644958,58.99999737739563
81,0.14055781066417694,0.10517855733633041,55.3600013256073
82,0.11564692109823227,0.08277085423469543,58.77999663352966
83,0.11571873724460602,0.08245518803596497,57.30000138282776
84,0.11115856468677521,0.08311142772436142,60.46000123023987
85,0.11476827412843704,0.08288257569074631,59.74000096321106
86,0.13068027794361115,0.09030239284038544,57.35999941825867
87,0.12465091049671173,0.08564784377813339,59.2199981212616
88,0.13678893446922302,0.09762270748615265,57.8000009059906
89,0.12861934304237366,0.09585972130298615,58.57999920845032
90,0.09863109886646271,0.07152529060840607,59.74000096321106
91,0.10357542335987091,0.07518129050731659,60.93999743461609
92,0.12819397449493408,0.09237455576658249,58.41999650001526
93,0.11887817084789276,0.0879925861954689,57.9800009727478
94,0.09873209148645401,0.07165252417325974,60.82000136375427
95,0.11084150522947311,0.07896292209625244,61.03999614715576
96,0.13961917161941528,0.09789381921291351,54.93999719619751
97,0.11078636348247528,0.0792602077126503,59.31999683380127
98,0.10886715352535248,0.0806272029876709,61.559998989105225
99,0.11244124174118042,0.07955488562583923,56.940001249313354
100,0.11799875646829605,0.08985055983066559,60.79999804496765
101,0.11242621392011642,0.07842488586902618,59.599995613098145
102,0.12190590798854828,0.08586906641721725,59.41999554634094
103,0.12376087158918381,0.08620630204677582,58.03999900817871
104,0.13664862513542175,0.09679660946130753,58.01999568939209
105,0.16778378188610077,0.11969983577728271,54.6999990940094
106,0.12543879449367523,0.0907522588968277,58.719998598098755
107,0.11288096010684967,0.08069401979446411,59.599995613098145
108,0.11573289334774017,0.08140574395656586,59.24000144004822
109,0.13340717554092407,0.09803850948810577,56.779998540878296
110,0.1276446282863617,0.09470488131046295,58.559995889663696
111,0.11688751727342606,0.08379679918289185,60.920000076293945
112,0.114503413438797,0.0790158212184906,57.69999623298645
113,0.1560676246881485,0.11166183650493622,55.219995975494385
114,0.12291418015956879,0.0920630544424057,57.77999758720398
115,0.12048674374818802,0.08705446124076843,58.81999731063843
116,0.13264116644859314,0.09674699604511261,58.799999952316284
117,0.10965433716773987,0.08190438896417618,61.25999689102173
118,0.09972244501113892,0.07240958511829376,60.55999994277954
119,0.16532506048679352,0.12153057754039764,52.89999842643738
120,0.08994153887033463,0.06770806759595871,69.61999535560608
121,0.10740721225738525,0.08158720284700394,67.97999739646912
122,0.13154184818267822,0.1019701287150383,65.74000120162964
123,0.12629756331443787,0.09812255203723907,65.23999571800232
124,0.12544281780719757,0.09553688764572144,66.25999808311462
125,0.1146358996629715,0.0884338766336441,66.29999876022339
126,0.1369287669658661,0.10541678220033646,64.98000025749207
127,0.11302676051855087,0.08703560382127762,67.41999983787537
128,0.14513489603996277,0.10772277414798737,62.540000677108765
129,0.132994145154953,0.1053118109703064,65.21999835968018
130,0.11820735037326813,0.09133125096559525,66.42000079154968
131,0.14178210496902466,0.10979712009429932,63.27999830245972
132,0.13352994620800018,0.10272684693336487,65.1199996471405
133,0.13986517488956451,0.10630863159894943,65.20000100135803
134,0.12949594855308533,0.09941910952329636,66.39999747276306
135,0.1271960288286209,0.09783768653869629,65.97999930381775
136,0.12423929572105408,0.09404609352350235,65.41999578475952
137,0.146723210811615,0.11090157181024551,64.71999883651733
138,0.1392914056777954,0.10512005537748337,65.38000106811523
139,0.1498098373413086,0.1158362627029419,63.26000094413757
140,0.14032278954982758,0.10827940702438354,63.37999701499939
